shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,shipment_status,product_name,product_type,min_temperature_c,max_temperature_c,quantity,expiry_date,vehicle_type,capacity_kg,total_raw_sensor_records,available_temperature_records,missing_temperature_records,offline_observations,raw_average_temperature,raw_min_temperature,raw_max_temperature,minimum_battery_level,minimum_signal_strength,sensor_reliability,total_sensor_records,excursion_records,total_excursion_minutes,temperature_status,sensors_used,valid_calibration_sensors,invalid_calibration_sensors,maximum_calibration_error,average_calibration_error,calibration_status,total_handovers,signed_handovers,missing_handover_signatures,custody_locations,custody_evidence_quality,custody_status,total_route_events,traffic_delay_events,traffic_delay_minutes,route_deviation_events,route_deviation_minutes,total_route_event_minutes,route_reliability,route_status,overall_compliance,compliance_reason,audit_conclusion,evidence_completeness,evidence_completeness_percent
SHP0050,B0050,V099,Hyderabad,Mumbai,2026-08-04 06:09:00,2026-08-04 07:12:00,Completed,Fresh Cream,Chilled,2.0,8.0,260,2026-08-13,Refrigerated Van,500.0,13,13,0,0,5.058461538461539,3.99,6.06,74.74,71,Reliable,13,0,0.0,Compliant,1,1,0,0.127,0.127,Valid,4,4,0,Salem Hub -> Kochi Hub -> Pune DC -> Bangalore DC,Complete,Complete,6,0,0,0,0,24,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0051,B0051,V059,Salem,Chennai,2026-08-02 06:34:00,2026-08-02 10:31:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,167,2026-08-26,Refrigerated Truck,2000.0,48,48,0,0,-20.957708333333333,-22.18,-19.74,70.32,70,Reliable,48,0,0.0,Compliant,1,1,0,0.194,0.194,Valid,4,3,1,Madurai Store -> Chennai Warehouse -> Salem Hub -> Kochi Hub,Incomplete,Review,8,0,0,1,44,72,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0052,B0052,V045,Chennai,Madurai,2026-08-06 05:48:00,2026-08-06 10:00:00,Completed,Cheese,Chilled,2.0,8.0,56,2026-08-25,Refrigerated Truck,2000.0,51,51,0,0,5.4147058823529415,3.79,11.23,70.36,70,Review,51,4,20.0,Critical,1,0,1,0.902,0.902,Review,2,1,1,Pune DC -> Madurai Store,Incomplete,Review,8,0,0,1,49,103,Low,Deviation,Non-Compliant,Temperature: Critical; Calibration issue; Missing custody signature; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0053,B0053,V018,Kochi,Bangalore,2026-08-06 06:33:00,2026-08-06 09:34:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,121,2026-08-17,Refrigerated Truck,1500.0,37,37,0,0,-21.033243243243245,-21.98,-20.43,70.39,70,Reliable,37,0,0.0,Compliant,1,1,0,0.116,0.116,Valid,4,4,0,Madurai Store -> Hyderabad DC -> Coimbatore Hub -> Chennai Warehouse,Complete,Complete,7,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0054,B0054,V091,Salem,Pune,2026-08-07 05:09:00,2026-08-07 08:32:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,135,2026-08-24,Refrigerated Truck,1500.0,41,41,0,0,-21.048536585365852,-21.92,-20.34,71.04,70,Reliable,41,0,0.0,Compliant,1,1,0,0.387,0.387,Valid,3,3,0,Kochi Hub -> Madurai Store -> Bangalore DC,Complete,Complete,7,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0055,B0055,V007,Bangalore,Chennai,2026-08-01 06:57:00,2026-08-01 12:23:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,92,2026-08-06,Refrigerated Van,750.0,66,66,0,4,-20.683636363636364,-22.02,-15.08,70.09,0,Partial,66,4,20.0,Critical,1,1,0,0.357,0.357,Valid,4,4,0,Pune DC -> Hyderabad DC -> Bangalore DC -> Coimbatore Hub,Complete,Complete,7,1,33,0,0,52,Moderate,Delayed,Non-Compliant,Temperature: Critical; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0056,B0056,V053,Salem,Madurai,2026-08-02 08:47:00,2026-08-02 10:30:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,177,2026-08-23,Refrigerated Van,1000.0,21,21,0,0,-20.987142857142857,-21.88,-20.19,70.88,73,Reliable,21,0,0.0,Compliant,1,1,0,0.198,0.198,Valid,2,2,0,Hyderabad DC -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,61,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0057,B0057,V017,Bengaluru,Bangalore,2026-08-01 09:08:00,2026-08-01 13:29:00,Completed,Cheese,Chilled,2.0,8.0,83,2026-08-18,Refrigerated Truck,2500.0,53,53,0,0,5.41,4.21,11.39,71.03,70,Reliable,53,4,20.0,Critical,1,1,0,0.399,0.399,Valid,2,2,0,Pune DC -> Salem Hub,Complete,Complete,5,0,0,0,0,66,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0058,B0058,V071,Bangalore,Bengaluru,2026-08-05 09:03:00,2026-08-05 13:45:00,Completed,Cheese,Chilled,2.0,8.0,159,2026-08-20,Refrigerated Truck,2000.0,57,57,0,0,4.913859649122807,-1.92,6.24,70.16,70,Review,57,1,5.0,Warning,1,0,1,0.367,0.367,Review,3,3,0,Hyderabad DC -> Salem Hub -> Madurai Store,Complete,Complete,7,0,0,0,0,0,High,Normal,Review,Temperature: Warning; Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0059,B0059,V041,Coimbatore,Hyderabad,2026-08-02 07:16:00,2026-08-02 10:57:00,Completed,Cheese,Chilled,2.0,8.0,61,2026-08-23,Refrigerated Truck,2000.0,45,45,0,0,5.0408888888888885,4.14,5.67,72.33,70,Reliable,45,0,0.0,Compliant,1,1,0,0.373,0.373,Valid,4,4,0,Coimbatore Hub -> Chennai Warehouse -> Coimbatore Hub -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,5,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0060,B0060,V045,Salem,Madurai,2026-08-01 07:28:00,2026-08-01 10:47:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,185,2026-08-23,Refrigerated Truck,2000.0,40,40,0,0,-21.1465,-21.74,-20.39,72.3,70,Reliable,40,0,0.0,Compliant,1,1,0,0.162,0.162,Valid,3,2,1,Hyderabad DC -> Pune DC -> Salem Hub,Incomplete,Review,5,0,0,0,0,16,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0061,B0061,V049,Hyderabad,Bangalore,2026-08-02 06:08:00,2026-08-02 12:07:00,Completed,Fresh Milk,Chilled,2.0,8.0,66,2026-08-11,Refrigerated Van,1200.0,72,72,0,0,5.030833333333334,4.36,5.7,70.27,70,Reliable,72,0,0.0,Compliant,1,1,0,0.107,0.107,Valid,2,1,1,Pune DC -> Salem Hub,Incomplete,Review,6,0,0,0,0,0,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0062,B0062,V016,Bangalore,Coimbatore,2026-08-04 05:10:00,2026-08-04 10:00:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,40,2026-08-28,Refrigerated Truck,1500.0,59,59,0,0,-20.64372881355932,-21.89,-15.14,70.41,70,Reliable,59,4,20.0,Critical,1,1,0,0.341,0.341,Valid,2,2,0,Coimbatore Hub -> Coimbatore Hub,Complete,Complete,7,0,0,0,0,48,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0063,B0063,V017,Pune,Madurai,2026-08-02 08:07:00,2026-08-02 13:41:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,285,2026-08-24,Refrigerated Truck,2500.0,67,67,0,0,-21.01373134328358,-22.05,-19.95,70.11,70,Reliable,67,0,0.0,Compliant,1,1,0,0.292,0.292,Valid,2,2,0,Madurai Store -> Bangalore DC,Complete,Complete,6,0,0,0,0,24,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0064,B0064,V080,Madurai,Hyderabad,2026-08-04 08:19:00,2026-08-04 13:16:00,Completed,Fresh Paneer,Chilled,2.0,8.0,112,2026-08-22,Refrigerated Van,750.0,60,60,0,0,5.406,4.12,11.64,70.04,71,Reliable,60,4,20.0,Critical,1,1,0,0.251,0.251,Valid,2,2,0,Chennai Warehouse -> Hyderabad DC,Complete,Complete,7,1,55,0,0,97,Moderate,Delayed,Non-Compliant,Temperature: Critical; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0065,B0065,V033,Kochi,Bangalore,2026-08-01 05:10:00,2026-08-01 08:45:00,Completed,Cheese,Chilled,2.0,8.0,66,2026-08-19,Refrigerated Truck,2500.0,44,44,0,0,5.503863636363636,4.21,11.93,70.37,70,Reliable,44,4,20.0,Critical,1,1,0,0.12,0.12,Valid,2,2,0,Madurai Store -> Salem Hub,Complete,Complete,5,0,0,0,0,33,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0066,B0066,V061,Bengaluru,Chennai,2026-08-02 06:53:00,2026-08-02 10:40:00,Completed,Cheese,Chilled,2.0,8.0,190,2026-08-14,Refrigerated Van,500.0,46,46,0,0,5.142826086956521,3.99,5.8,70.25,73,Review,46,0,0.0,Compliant,1,0,1,0.249,0.249,Review,3,2,1,Pune DC -> Madurai Store -> Coimbatore Hub,Incomplete,Review,5,1,39,0,0,44,Moderate,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0067,B0067,V028,Coimbatore,Bangalore,2026-08-01 10:15:00,2026-08-01 14:17:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,188,2026-08-17,Refrigerated Van,1000.0,49,49,0,0,-20.685714285714287,-21.52,-15.06,71.28,71,Reliable,49,4,20.0,Critical,1,1,0,0.143,0.143,Valid,4,4,0,Coimbatore Hub -> Salem Hub -> Pune DC -> Madurai Store,Complete,Complete,5,1,25,0,0,30,Moderate,Delayed,Non-Compliant,Temperature: Critical; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0068,B0068,V061,Salem,Mumbai,2026-08-06 05:43:00,2026-08-06 09:16:00,Completed,Fresh Paneer,Chilled,2.0,8.0,225,2026-08-30,Refrigerated Van,500.0,43,43,0,4,5.042558139534884,4.23,6.08,70.3,0,Review,43,0,0.0,Compliant,1,0,1,0.249,0.249,Review,4,3,1,Bangalore DC -> Salem Hub -> Coimbatore Hub -> Hyderabad DC,Incomplete,Review,6,1,48,0,0,72,Moderate,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0069,B0069,V083,Kochi,Coimbatore,2026-08-01 05:25:00,2026-08-01 10:16:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,65,2026-08-14,Refrigerated Van,1000.0,59,59,0,0,-20.77915254237288,-22.1,-3.04,70.23,71,Reliable,59,1,5.0,Warning,1,1,0,0.331,0.331,Valid,3,2,1,Salem Hub -> Chennai Warehouse -> Salem Hub,Incomplete,Review,6,0,0,0,0,0,High,Normal,Review,Temperature: Warning; Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0070,B0070,V059,Mumbai,Hyderabad,2026-08-05 05:29:00,2026-08-05 07:21:00,Completed,Fresh Paneer,Chilled,2.0,8.0,79,2026-08-28,Refrigerated Truck,2000.0,23,23,0,0,6.1234782608695655,4.55,11.69,70.66,70,Reliable,23,4,20.0,Critical,1,1,0,0.194,0.194,Valid,4,4,0,Kochi Hub -> Salem Hub -> Hyderabad DC -> Coimbatore Hub,Complete,Complete,7,0,0,0,0,21,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0071,B0071,V071,Coimbatore,Bangalore,2026-08-06 05:03:00,2026-08-06 07:56:00,Completed,Fresh Cream,Chilled,2.0,8.0,20,2026-08-25,Refrigerated Truck,2000.0,35,35,0,0,5.013142857142857,3.8,5.63,70.88,70,Review,35,0,0.0,Compliant,1,0,1,0.367,0.367,Review,2,1,1,Salem Hub -> Coimbatore Hub,Incomplete,Review,6,0,0,0,0,29,High,Normal,Non-Compliant,Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0072,B0072,V051,Coimbatore,Hyderabad,2026-08-03 08:23:00,2026-08-03 10:06:00,Completed,Cheese,Chilled,2.0,8.0,47,2026-08-10,Refrigerated Truck,3000.0,21,21,0,0,4.967619047619047,4.24,5.79,71.01,70,Reliable,21,0,0.0,Compliant,1,1,0,0.209,0.209,Valid,3,3,0,Salem Hub -> Chennai Warehouse -> Madurai Store,Complete,Complete,6,1,28,0,0,60,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0073,B0073,V064,Bengaluru,Kochi,2026-08-01 05:01:00,2026-08-01 06:34:00,Completed,Fresh Cream,Chilled,2.0,8.0,275,2026-08-24,Refrigerated Truck,2500.0,19,19,0,0,5.072631578947369,4.34,5.96,70.54,70,Review,19,0,0.0,Compliant,1,0,1,0.313,0.313,Review,4,4,0,Salem Hub -> Coimbatore Hub -> Chennai Warehouse -> Salem Hub,Complete,Complete,6,1,33,0,0,57,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0074,B0074,V034,Hyderabad,Pune,2026-08-05 06:05:00,2026-08-05 09:54:00,Completed,Fresh Milk,Chilled,2.0,8.0,124,2026-08-12,Refrigerated Van,1000.0,46,45,1,0,4.909111111111111,4.0,5.76,70.31,70,Partial,46,0,0.0,Compliant,1,1,0,0.136,0.136,Valid,4,4,0,Kochi Hub -> Hyderabad DC -> Hyderabad DC -> Salem Hub,Complete,Complete,7,0,0,0,0,70,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0075,B0075,V070,Bangalore,Chennai,2026-08-06 08:03:00,2026-08-06 10:29:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,244,2026-08-26,Refrigerated Van,1000.0,30,30,0,0,-21.049333333333333,-21.82,-20.3,70.86,71,Reliable,30,0,0.0,Compliant,1,1,0,0.13,0.13,Valid,4,4,0,Kochi Hub -> Hyderabad DC -> Coimbatore Hub -> Hyderabad DC,Complete,Complete,8,0,0,1,37,66,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0076,B0076,V071,Bengaluru,Salem,2026-08-02 10:25:00,2026-08-02 15:39:00,Completed,Fresh Milk,Chilled,2.0,8.0,34,2026-08-24,Refrigerated Truck,2000.0,63,63,0,0,5.502063492063492,4.22,13.48,70.41,70,Reliable,63,5,25.0,Critical,1,1,0,0.15,0.15,Valid,4,4,0,Bangalore DC -> Chennai Warehouse -> Kochi Hub -> Chennai Warehouse,Complete,Complete,5,0,0,0,0,9,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0077,B0077,V037,Chennai,Salem,2026-08-07 10:27:00,2026-08-07 12:55:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,179,2026-08-21,Refrigerated Truck,2500.0,30,30,0,0,-21.121333333333332,-22.16,-20.47,70.02,70,Reliable,30,0,0.0,Compliant,1,1,0,0.3,0.3,Valid,3,2,1,Kochi Hub -> Bangalore DC -> Chennai Warehouse,Incomplete,Review,8,0,0,1,29,68,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0078,B0078,V036,Madurai,Hyderabad,2026-08-01 06:17:00,2026-08-01 09:40:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,228,2026-08-06,Refrigerated Van,1000.0,41,41,0,0,-21.050243902439025,-21.75,-20.09,70.79,70,Reliable,41,0,0.0,Compliant,1,1,0,0.259,0.259,Valid,4,4,0,Bangalore DC -> Hyderabad DC -> Salem Hub -> Pune DC,Complete,Complete,8,0,0,0,0,24,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0079,B0079,V062,Pune,Coimbatore,2026-08-02 05:39:00,2026-08-02 08:44:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,256,2026-08-07,Refrigerated Truck,3000.0,38,38,0,0,-20.458157894736843,-21.81,-16.03,70.74,70,Reliable,38,4,20.0,Critical,1,1,0,0.358,0.358,Valid,2,2,0,Hyderabad DC -> Bangalore DC,Complete,Complete,7,2,65,0,0,65,Moderate,Delayed,Non-Compliant,Temperature: Critical; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0080,B0080,V087,Kochi,Pune,2026-08-04 08:56:00,2026-08-04 14:37:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,169,2026-08-20,Refrigerated Truck,2000.0,69,69,0,0,-20.958840579710145,-22.0,-20.22,70.73,71,Reliable,69,0,0.0,Compliant,1,1,0,0.052,0.052,Valid,2,2,0,Coimbatore Hub -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,39,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0081,B0081,V039,Pune,Chennai,2026-08-02 05:17:00,2026-08-02 09:33:00,Completed,Cheese,Chilled,2.0,8.0,267,2026-08-19,Refrigerated Truck,2000.0,52,52,0,0,4.985384615384615,4.15,5.93,70.45,70,Reliable,52,0,0.0,Compliant,1,1,0,0.216,0.216,Valid,3,1,2,Bangalore DC -> Coimbatore Hub -> Hyderabad DC,Incomplete,Review,6,1,28,0,0,48,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0082,B0082,V023,Coimbatore,Salem,2026-08-06 06:41:00,2026-08-06 12:10:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,94,2026-08-16,Refrigerated Van,750.0,66,66,0,0,-20.94212121212121,-22.01,-20.09,70.37,71,Review,66,0,0.0,Compliant,1,0,1,1.142,1.142,Review,3,2,1,Pune DC -> Bangalore DC -> Bangalore DC,Incomplete,Review,8,0,0,0,0,30,High,Normal,Non-Compliant,Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0083,B0083,V017,Hyderabad,Mumbai,2026-08-04 05:24:00,2026-08-04 09:27:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,280,2026-08-27,Refrigerated Truck,2500.0,49,49,0,0,-21.011020408163265,-22.17,-20.09,70.48,70,Reliable,49,0,0.0,Compliant,1,1,0,0.399,0.399,Valid,3,3,0,Bangalore DC -> Coimbatore Hub -> Bangalore DC,Complete,Complete,6,1,41,1,57,98,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0084,B0084,V058,Pune,Mumbai,2026-08-05 08:22:00,2026-08-05 14:11:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,161,2026-08-28,Refrigerated Van,500.0,70,70,0,0,-20.984,-22.04,-20.16,70.47,70,Reliable,70,0,0.0,Compliant,1,1,0,0.055,0.055,Valid,4,3,1,Chennai Warehouse -> Pune DC -> Chennai Warehouse -> Bangalore DC,Incomplete,Review,7,0,0,0,0,45,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0085,B0085,V071,Mumbai,Madurai,2026-08-07 08:17:00,2026-08-07 10:49:00,Completed,Fresh Paneer,Chilled,2.0,8.0,279,2026-08-12,Refrigerated Truck,2000.0,31,31,0,0,4.964516129032258,4.12,6.0,70.77,70,Reliable,31,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,3,3,0,Salem Hub -> Hyderabad DC -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0086,B0086,V016,Chennai,Madurai,2026-08-01 09:14:00,2026-08-01 10:29:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,172,2026-08-30,Refrigerated Truck,1500.0,16,16,0,0,-20.82375,-21.59,-20.08,70.24,71,Reliable,16,0,0.0,Compliant,1,1,0,0.341,0.341,Valid,3,3,0,Kochi Hub -> Chennai Warehouse -> Hyderabad DC,Complete,Complete,6,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0087,B0087,V060,Kochi,Chennai,2026-08-03 08:33:00,2026-08-03 12:36:00,Completed,Yogurt,Chilled,2.0,8.0,248,2026-08-21,Refrigerated Van,1000.0,49,49,0,0,4.972040816326531,4.21,5.82,70.1,70,Reliable,49,0,0.0,Compliant,1,1,0,0.285,0.285,Valid,3,3,0,Chennai Warehouse -> Coimbatore Hub -> Madurai Store,Complete,Complete,7,1,27,2,99,155,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0088,B0088,V040,Bengaluru,Hyderabad,2026-08-03 06:06:00,2026-08-03 09:12:00,Completed,Fresh Paneer,Chilled,2.0,8.0,190,2026-08-21,Refrigerated Truck,3000.0,38,38,0,0,5.036315789473684,4.17,5.89,70.41,70,Reliable,38,0,0.0,Compliant,1,1,0,0.369,0.369,Valid,2,2,0,Salem Hub -> Pune DC,Complete,Complete,7,0,0,0,0,29,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0089,B0089,V016,Hyderabad,Kochi,2026-08-03 09:52:00,2026-08-03 11:20:00,Completed,Cheese,Chilled,2.0,8.0,184,2026-08-31,Refrigerated Truck,1500.0,18,18,0,0,5.235,4.66,5.99,72.52,70,Reliable,18,0,0.0,Compliant,1,1,0,0.341,0.341,Valid,3,3,0,Hyderabad DC -> Salem Hub -> Chennai Warehouse,Complete,Complete,5,0,0,0,0,19,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0090,B0090,V022,Hyderabad,Bengaluru,2026-08-06 08:22:00,2026-08-06 10:50:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,216,2026-08-11,Refrigerated Van,500.0,30,29,1,0,-20.96896551724138,-21.93,-19.7,70.17,70,Review,30,0,0.0,Compliant,1,0,1,0.989,0.989,Review,4,4,0,Bangalore DC -> Madurai Store -> Salem Hub -> Hyderabad DC,Complete,Complete,8,1,13,0,0,61,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0091,B0091,V023,Coimbatore,Hyderabad,2026-08-01 09:20:00,2026-08-01 13:23:00,Completed,Fresh Milk,Chilled,2.0,8.0,182,2026-08-27,Refrigerated Van,750.0,49,49,0,0,4.889795918367347,4.13,5.82,70.08,70,Review,49,0,0.0,Compliant,1,0,1,0.875,0.875,Review,2,2,0,Hyderabad DC -> Madurai Store,Complete,Complete,7,0,0,0,0,0,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0092,B0092,V030,Bengaluru,Chennai,2026-08-02 10:44:00,2026-08-02 14:44:00,Completed,Cheese,Chilled,2.0,8.0,217,2026-08-25,Refrigerated Truck,1500.0,49,49,0,0,4.8822448979591835,4.21,5.52,70.5,70,Reliable,49,0,0.0,Compliant,1,1,0,0.141,0.141,Valid,2,2,0,Madurai Store -> Chennai Warehouse,Complete,Complete,7,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0093,B0093,V049,Bengaluru,Coimbatore,2026-08-03 09:12:00,2026-08-03 14:24:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,38,2026-08-08,Refrigerated Van,1200.0,63,63,0,0,-21.05873015873016,-21.88,-20.34,70.94,70,Reliable,63,0,0.0,Compliant,1,1,0,0.154,0.154,Valid,2,2,0,Salem Hub -> Salem Hub,Complete,Complete,7,0,0,1,71,110,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0094,B0094,V040,Mumbai,Kochi,2026-08-06 06:31:00,2026-08-06 07:50:00,Completed,Fresh Milk,Chilled,2.0,8.0,245,2026-08-07,Refrigerated Truck,3000.0,16,16,0,0,5.051875,4.24,5.67,77.31,70,Reliable,16,0,0.0,Compliant,1,1,0,0.369,0.369,Valid,2,2,0,Salem Hub -> Bangalore DC,Complete,Complete,8,1,37,0,0,111,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0095,B0095,V010,Bangalore,Chennai,2026-08-03 06:38:00,2026-08-03 09:30:00,Completed,Fresh Milk,Chilled,2.0,8.0,93,2026-08-17,Refrigerated Truck,2500.0,35,35,0,0,5.029714285714285,4.36,5.74,70.05,72,Reliable,35,0,0.0,Compliant,1,1,0,0.291,0.291,Valid,3,3,0,Kochi Hub -> Madurai Store -> Kochi Hub,Complete,Complete,8,0,0,0,0,93,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
