shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,status,total_sensor_records,excursion_records,total_excursion_minutes,max_temperature,min_temperature,average_temperature,review_records,recovered_records,temperature_status,sensors_used,invalid_calibration_sensors,max_calibration_error,calibration_status,total_handovers,missing_signatures,custody_status,traffic_delays,route_deviations,total_delay_minutes,route_status,overall_compliance,compliance_reason,dispatcher_override,override_reason
SHP0379,B0379,V006,Mumbai,Salem,2026-08-06 06:51:00,2026-08-06 11:57:00,Completed,62,0,0.0,-20.103755151930287,-21.803686137610224,-20.93436410886961,0,0,Compliant,1,0,0.105,Valid,3,0,Complete,1,0,91,Delayed,Compliant,Traffic delay,No,
SHP0380,B0380,V058,Salem,Madurai,2026-08-04 09:51:00,2026-08-04 15:45:00,Completed,71,0,0.0,6.099512966364026,4.317109602171779,5.0287954480214205,0,0,Compliant,1,0,0.055,Valid,3,0,Complete,0,0,24,Normal,Compliant,All compliance checks passed,No,
SHP0381,B0381,V045,Bangalore,Salem,2026-08-04 06:16:00,2026-08-04 11:20:00,Completed,61,4,20.0,11.13899183672607,4.198820634453923,5.418004019735235,61,0,Critical,1,1,0.902,Review,3,1,Review,0,0,29,Normal,Non-Compliant,Temperature: Critical; Calibration issue; Missing custody signature,No,
SHP0382,B0382,V092,Hyderabad,Bangalore,2026-08-07 07:38:00,2026-08-07 13:16:00,Completed,68,0,0.0,5.9907716534893645,4.19202953042309,5.0056670061320245,0,0,Compliant,1,0,0.27,Valid,4,0,Complete,0,0,20,Normal,Compliant,All compliance checks passed,No,
SHP0383,B0383,V096,Salem,Kochi,2026-08-06 06:00:00,2026-08-06 07:03:00,Completed,13,0,0.0,5.613449138293169,4.515292717004254,5.105914659036696,0,0,Compliant,1,0,0.094,Valid,2,0,Complete,1,0,59,Delayed,Compliant,Traffic delay,No,
SHP0384,B0384,V098,Bengaluru,Mumbai,2026-08-05 05:33:00,2026-08-05 06:36:00,Completed,13,0,0.0,-20.41567251268436,-21.83473941172637,-20.982483949872183,13,0,Compliant,1,1,0.281,Review,4,1,Review,1,0,41,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,No,
SHP0385,B0385,V057,Salem,Hyderabad,2026-08-06 10:51:00,2026-08-06 14:32:00,Completed,45,4,20.0,-15.063066596518752,-22.11348648951924,-20.658409345881587,2,0,Critical,1,0,0.238,Valid,2,0,Complete,2,0,102,Delayed,Non-Compliant,Temperature: Critical; Traffic delay,No,
SHP0386,B0386,V096,Salem,Madurai,2026-08-03 05:09:00,2026-08-03 09:47:00,Completed,56,0,0.0,6.101291804321283,4.3967323162511285,5.045775510540893,0,1,Compliant,1,0,0.094,Valid,2,0,Complete,0,0,71,Normal,Compliant,All compliance checks passed,No,
SHP0387,B0387,V033,Bengaluru,Kochi,2026-08-03 07:54:00,2026-08-03 13:28:00,Completed,67,0,0.0,5.803563767638451,3.971940980567859,4.991004499642618,0,0,Compliant,1,0,0.12,Valid,3,0,Complete,0,0,46,Normal,Compliant,All compliance checks passed,No,
SHP0388,B0388,V087,Salem,Bengaluru,2026-08-02 07:39:00,2026-08-02 11:00:00,Completed,41,0,0.0,-19.90860010188136,-22.10180865135935,-21.026498931134373,0,0,Compliant,1,0,0.313,Valid,3,0,Complete,0,1,72,Deviation,Review,Route deviation,No,
SHP0389,B0389,V020,Salem,Hyderabad,2026-08-03 08:35:00,2026-08-03 14:20:00,Completed,70,4,20.0,-15.441798446868592,-22.027034047173505,-20.773367486974514,70,0,Critical,1,1,0.703,Review,3,0,Complete,1,0,49,Delayed,Non-Compliant,Temperature: Critical; Calibration issue; Traffic delay,No,
SHP0390,B0390,V085,Pune,Coimbatore,2026-08-04 07:35:00,2026-08-04 13:19:00,Completed,69,0,0.0,-20.029834963278443,-22.17350825889179,-20.99184972718958,0,0,Compliant,1,0,0.391,Valid,3,0,Complete,0,0,7,Normal,Compliant,All compliance checks passed,No,
SHP0391,B0391,V079,Pune,Kochi,2026-08-02 07:36:00,2026-08-02 11:32:00,Completed,48,0,0.0,5.936289044610271,4.422844570376922,5.03342289209252,48,0,Compliant,1,1,0.304,Review,4,0,Complete,0,1,67,Deviation,Review,Calibration issue; Route deviation,No,
SHP0392,B0392,V033,Salem,Coimbatore,2026-08-05 10:07:00,2026-08-05 13:04:00,Completed,36,0,0.0,-20.16833732061328,-21.895916652146447,-21.041132426781555,0,0,Compliant,1,0,0.12,Valid,4,0,Complete,0,0,12,Normal,Compliant,All compliance checks passed,No,
SHP0393,B0393,V008,Pune,Coimbatore,2026-08-05 05:13:00,2026-08-05 10:33:00,Completed,65,0,0.0,5.981575469170156,3.982762724210089,5.035043289964262,0,0,Compliant,1,0,0.19,Valid,3,0,Complete,0,0,20,Normal,Compliant,All compliance checks passed,No,
SHP0394,B0394,V065,Salem,Madurai,2026-08-03 09:39:00,2026-08-03 11:05:00,Completed,18,0,0.0,5.793309062368304,4.563843120477024,5.104478365225972,0,0,Compliant,1,0,0.21,Valid,3,1,Review,1,0,52,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0395,B0395,V053,Coimbatore,Salem,2026-08-06 10:00:00,2026-08-06 11:46:00,Completed,22,0,0.0,-20.288135245164924,-21.67462809723257,-20.993540135009813,0,0,Compliant,1,0,0.198,Valid,2,0,Complete,0,0,53,Normal,Compliant,All compliance checks passed,No,
SHP0396,B0396,V046,Coimbatore,Pune,2026-08-07 09:27:00,2026-08-07 11:12:00,Completed,22,0,0.0,-19.96102511704991,-21.559232815967512,-21.04480050064155,0,0,Compliant,1,0,0.37,Valid,4,1,Review,1,0,92,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0397,B0397,V082,Bangalore,Kochi,2026-08-06 06:23:00,2026-08-06 08:03:00,Completed,21,0,0.0,-20.366425423614608,-21.702492093791832,-20.943978140790577,0,0,Compliant,1,0,0.394,Valid,3,0,Complete,1,0,14,Delayed,Compliant,Traffic delay,No,
SHP0398,B0398,V092,Bengaluru,Chennai,2026-08-05 10:24:00,2026-08-05 14:49:00,Completed,54,4,20.0,10.506984623972608,4.355932080802626,5.374627856202047,54,0,Critical,1,1,0.398,Review,4,0,Complete,0,0,16,Normal,Non-Compliant,Temperature: Critical; Calibration issue,No,
SHP0399,B0399,V096,Bengaluru,Mumbai,2026-08-07 07:45:00,2026-08-07 09:14:00,Completed,18,0,0.0,-20.45538471886076,-21.78683782516246,-21.055214899229213,18,0,Compliant,1,1,0.347,Review,2,0,Complete,0,0,6,Normal,Review,Calibration issue,No,
SHP0400,B0400,V031,Coimbatore,Pune,2026-08-03 08:00:00,2026-08-03 10:43:00,Completed,33,0,0.0,5.865957035640583,4.231594744470698,5.0546529524811925,0,0,Compliant,1,0,0.329,Valid,4,1,Review,0,1,78,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0401,B0401,V063,Mumbai,Kochi,2026-08-03 06:02:00,2026-08-03 11:23:00,Completed,65,0,0.0,5.979524922296091,4.107947898834155,4.990420059667755,0,0,Compliant,1,0,0.258,Valid,4,0,Complete,1,0,72,Delayed,Compliant,Traffic delay,No,
SHP0402,B0402,V080,Mumbai,Hyderabad,2026-08-03 09:10:00,2026-08-03 10:28:00,Completed,16,0,0.0,5.758229909291424,4.233479693600917,5.1849843838644185,16,0,Compliant,1,1,0.857,Review,3,0,Complete,2,0,102,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0403,B0403,V054,Madurai,Hyderabad,2026-08-06 10:00:00,2026-08-06 12:20:00,Completed,29,0,0.0,-19.80805819330514,-21.5522284069788,-20.95655031474525,0,0,Compliant,1,0,0.325,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0404,B0404,V024,Bangalore,Kochi,2026-08-05 08:22:00,2026-08-05 12:44:00,Completed,53,0,0.0,-20.006493602965,-22.011298040125485,-21.021757418110205,0,0,Compliant,1,0,0.332,Valid,4,0,Complete,1,0,59,Delayed,Compliant,Traffic delay,No,
SHP0405,B0405,V034,Salem,Bengaluru,2026-08-03 06:33:00,2026-08-03 07:40:00,Completed,14,0,0.0,5.578801847034024,4.479705971845066,5.011589116914064,0,0,Compliant,1,0,0.373,Valid,2,0,Complete,0,0,85,Normal,Compliant,All compliance checks passed,No,
SHP0406,B0406,V050,Bangalore,Mumbai,2026-08-03 07:46:00,2026-08-03 13:32:00,Completed,70,0,0.0,5.970434245541221,4.352124053793349,5.01933558587407,0,0,Compliant,1,0,0.286,Valid,3,0,Complete,0,0,64,Normal,Compliant,All compliance checks passed,No,
SHP0407,B0407,V062,Bengaluru,Madurai,2026-08-01 07:52:00,2026-08-01 11:13:00,Completed,41,0,0.0,-20.12146710619099,-22.103141451818946,-21.02768881911788,0,0,Compliant,1,0,0.358,Valid,4,1,Review,0,0,46,Normal,Review,Missing custody signature,No,
SHP0408,B0408,V062,Hyderabad,Bengaluru,2026-08-03 06:29:00,2026-08-03 10:55:00,Completed,54,4,20.0,-15.043986400027222,-22.026447754372967,-20.60168182704442,1,0,Critical,1,0,0.358,Valid,4,0,Complete,0,0,9,Normal,Non-Compliant,Temperature: Critical,No,
SHP0409,B0409,V041,Bengaluru,Chennai,2026-08-01 07:11:00,2026-08-01 11:39:00,Completed,54,0,0.0,-20.006342367701865,-21.976682794761,-20.99368191969577,4,0,Compliant,1,0,0.373,Valid,3,0,Complete,0,0,14,Normal,Compliant,All compliance checks passed,No,
SHP0410,B0410,V045,Mumbai,Bangalore,2026-08-07 09:04:00,2026-08-07 14:21:00,Completed,64,0,0.0,5.715916308123361,4.276663178390306,5.067719470594417,64,0,Compliant,1,1,0.394,Review,2,1,Review,0,0,5,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0411,B0411,V059,Kochi,Madurai,2026-08-04 05:51:00,2026-08-04 11:13:00,Completed,65,0,0.0,-19.934154203199427,-21.79687422653969,-20.90994552395687,65,0,Compliant,1,1,1.05,Review,2,1,Review,1,0,49,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,No,
SHP0412,B0412,V016,Kochi,Mumbai,2026-08-07 09:16:00,2026-08-07 14:02:00,Completed,58,0,0.0,-19.7714653193576,-21.886913484101427,-21.0165494218584,4,1,Compliant,1,0,0.341,Valid,4,0,Complete,0,0,13,Normal,Compliant,All compliance checks passed,No,
SHP0413,B0413,V096,Salem,Bengaluru,2026-08-05 08:49:00,2026-08-05 11:53:00,Completed,37,0,0.0,6.238678205508822,3.991824611752374,4.950037522255409,37,0,Compliant,1,1,0.347,Review,3,0,Complete,0,0,29,Normal,Review,Calibration issue,No,
SHP0414,B0414,V007,Madurai,Pune,2026-08-05 10:29:00,2026-08-05 16:29:00,Completed,73,0,0.0,6.034908582338124,4.209513574243875,4.98358342769733,0,0,Compliant,1,0,0.204,Valid,3,0,Complete,1,0,61,Delayed,Compliant,Traffic delay,No,
SHP0415,B0415,V021,Chennai,Pune,2026-08-04 05:16:00,2026-08-04 06:50:00,Completed,19,0,0.0,-20.321793672300057,-21.81886675406539,-20.89454556997146,19,0,Compliant,1,1,0.128,Review,3,0,Complete,0,0,66,Normal,Review,Calibration issue,No,
SHP0416,B0416,V080,Salem,Hyderabad,2026-08-05 10:44:00,2026-08-05 13:41:00,Completed,36,0,0.0,-20.03075754775458,-21.615850277682384,-20.907162286018107,0,1,Compliant,1,0,0.251,Valid,3,0,Complete,0,0,31,Normal,Compliant,All compliance checks passed,No,
SHP0417,B0417,V016,Madurai,Salem,2026-08-05 07:33:00,2026-08-05 13:07:00,Completed,67,0,0.0,6.156257196159655,3.9493260976005553,5.011788393012575,0,0,Compliant,1,0,0.341,Valid,3,1,Review,0,0,22,Normal,Review,Missing custody signature,No,
SHP0418,B0418,V040,Chennai,Kochi,2026-08-07 06:18:00,2026-08-07 08:05:00,Completed,22,0,0.0,-20.38688644609276,-21.661173824949184,-20.91324801762156,0,0,Compliant,1,0,0.369,Valid,4,1,Review,1,0,36,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0419,B0419,V047,Salem,Madurai,2026-08-02 05:35:00,2026-08-02 08:06:00,Completed,31,1,5.0,15.343887535649811,4.395630175273203,5.381698460298899,31,0,Warning,1,1,0.739,Review,4,0,Complete,0,0,13,Normal,Review,Temperature: Warning; Calibration issue,No,
SHP0420,B0420,V034,Pune,Madurai,2026-08-07 07:13:00,2026-08-07 13:06:00,Completed,71,0,0.0,-20.191114974811164,-22.102585118836284,-20.978268530475347,0,0,Compliant,1,0,0.136,Valid,2,0,Complete,0,0,15,Normal,Compliant,All compliance checks passed,No,
SHP0421,B0421,V046,Kochi,Coimbatore,2026-08-01 10:43:00,2026-08-01 13:20:00,Completed,32,4,20.0,-15.42665876928772,-21.67033606582073,-20.47959269781075,1,0,Critical,1,0,0.37,Valid,3,0,Complete,1,1,96,Deviation,Non-Compliant,Temperature: Critical; Route deviation,No,
SHP0422,B0422,V017,Pune,Hyderabad,2026-08-06 06:47:00,2026-08-06 09:50:00,Completed,37,0,0.0,-20.14908103450017,-22.02145240625944,-21.033016748917323,0,1,Compliant,1,0,0.399,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0423,B0423,V031,Kochi,Hyderabad,2026-08-04 06:12:00,2026-08-04 09:19:00,Completed,38,0,0.0,-20.28119339340082,-21.8175074806106,-21.065750016525172,0,0,Compliant,1,0,0.329,Valid,3,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0424,B0424,V012,Bengaluru,Madurai,2026-08-03 06:49:00,2026-08-03 08:43:00,Completed,23,4,20.0,11.101761984957704,3.988798164391804,5.80241613477166,2,0,Critical,1,0,0.242,Valid,3,0,Complete,0,0,37,Normal,Non-Compliant,Temperature: Critical,No,
SHP0425,B0425,V019,Bangalore,Pune,2026-08-03 09:00:00,2026-08-03 14:37:00,Completed,68,0,0.0,5.838464510420381,3.801893243680153,5.007289833190472,68,0,Compliant,1,1,0.335,Review,3,0,Complete,0,0,40,Normal,Review,Calibration issue,No,
SHP0426,B0426,V016,Chennai,Pune,2026-08-02 07:39:00,2026-08-02 11:20:00,Completed,45,5,25.0,18.208896780639005,4.169136136279668,5.846903904114638,4,0,Critical,1,0,0.341,Valid,2,0,Complete,0,0,56,Normal,Non-Compliant,Temperature: Critical,No,
SHP0427,B0427,V018,Pune,Bengaluru,2026-08-03 07:31:00,2026-08-03 10:04:00,Completed,31,4,20.0,16.67850892983794,4.303403337354362,5.960677218801161,6,1,Critical,1,0,0.116,Valid,4,0,Complete,0,0,39,Normal,Non-Compliant,Temperature: Critical,No,
SHP0428,B0428,V028,Mumbai,Kochi,2026-08-02 08:14:00,2026-08-02 14:09:00,Completed,72,0,0.0,-20.429506296768093,-21.91403379786774,-21.021439980041524,0,0,Compliant,1,0,0.143,Valid,4,0,Complete,0,0,32,Normal,Compliant,All compliance checks passed,No,
SHP0429,B0429,V043,Coimbatore,Chennai,2026-08-01 09:51:00,2026-08-01 14:27:00,Completed,56,4,20.0,-15.170495651416564,-22.204209006525407,-20.60058217820265,5,0,Critical,1,0,0.245,Valid,3,0,Complete,1,1,128,Deviation,Non-Compliant,Temperature: Critical; Route deviation,No,
SHP0430,B0430,V051,Pune,Mumbai,2026-08-01 05:32:00,2026-08-01 09:29:00,Completed,48,0,0.0,5.8446452873671895,4.127159482319615,4.99980637360589,0,0,Compliant,1,0,0.209,Valid,4,0,Complete,0,0,8,Normal,Compliant,All compliance checks passed,No,
SHP0431,B0431,V032,Salem,Coimbatore,2026-08-04 08:07:00,2026-08-04 13:32:00,Completed,66,1,5.0,-6.247331666526186,-22.33436061978764,-20.78246326136553,2,1,Warning,1,0,0.252,Valid,2,0,Complete,0,0,76,Normal,Review,Temperature: Warning,No,
SHP0432,B0432,V093,Pune,Madurai,2026-08-06 10:00:00,2026-08-06 11:06:00,Completed,14,0,0.0,5.702124428253322,4.071405863168969,4.926633603876433,0,1,Compliant,1,0,0.149,Valid,3,0,Complete,0,0,37,Normal,Compliant,All compliance checks passed,No,
SHP0433,B0433,V022,Hyderabad,Salem,2026-08-03 09:06:00,2026-08-03 12:52:00,Completed,46,0,0.0,-20.07275909581448,-21.5305739309232,-20.968671649374105,46,0,Compliant,1,1,0.989,Review,2,0,Complete,0,0,48,Normal,Review,Calibration issue,No,
SHP0434,B0434,V095,Madurai,Bengaluru,2026-08-07 07:11:00,2026-08-07 12:51:00,Completed,69,0,0.0,6.198879316687656,4.195207453717718,5.011335354530516,0,0,Compliant,1,0,0.369,Valid,4,2,Review,1,0,37,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0435,B0435,V091,Kochi,Hyderabad,2026-08-01 07:30:00,2026-08-01 11:25:00,Completed,48,0,0.0,6.138803835583056,3.80958701039619,5.029195923843788,0,0,Compliant,1,0,0.387,Valid,4,1,Review,0,1,51,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0436,B0436,V060,Madurai,Coimbatore,2026-08-06 08:27:00,2026-08-06 11:14:00,Completed,34,0,0.0,-20.160300192297964,-21.799442226622205,-20.90312118462309,0,1,Compliant,1,0,0.285,Valid,3,0,Complete,0,0,38,Normal,Compliant,All compliance checks passed,No,
SHP0437,B0437,V043,Salem,Madurai,2026-08-07 07:54:00,2026-08-07 12:19:00,Completed,54,0,0.0,5.741864853543834,4.195403469815272,4.943643091806307,0,1,Compliant,1,0,0.344,Valid,4,0,Complete,1,0,43,Delayed,Compliant,Traffic delay,No,
SHP0438,B0438,V030,Kochi,Pune,2026-08-05 06:36:00,2026-08-05 08:43:00,Completed,26,0,0.0,6.00788305825815,4.269639562354958,5.058492341217335,0,0,Compliant,1,0,0.141,Valid,4,0,Complete,0,0,30,Normal,Compliant,All compliance checks passed,No,
SHP0439,B0439,V075,Bengaluru,Hyderabad,2026-08-02 05:46:00,2026-08-02 09:04:00,Completed,40,1,5.0,13.007517311584383,4.235613625763118,5.15019456469884,2,0,Warning,1,0,0.058,Valid,4,0,Complete,1,0,64,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0440,B0440,V040,Hyderabad,Mumbai,2026-08-04 08:54:00,2026-08-04 13:09:00,Completed,52,0,0.0,-19.82472477313769,-22.096595771790952,-21.005442237123777,4,0,Compliant,1,0,0.369,Valid,2,0,Complete,1,0,31,Delayed,Compliant,Traffic delay,No,
SHP0441,B0441,V097,Hyderabad,Coimbatore,2026-08-04 10:09:00,2026-08-04 15:11:00,Completed,61,0,0.0,-20.11728691015396,-21.74325000549344,-21.034950972578084,0,0,Compliant,1,0,0.201,Valid,4,0,Complete,0,0,44,Normal,Compliant,All compliance checks passed,No,
SHP0442,B0442,V083,Chennai,Coimbatore,2026-08-02 08:31:00,2026-08-02 10:39:00,Completed,26,0,0.0,-20.34303230162867,-21.97164493486666,-21.101164213436466,0,0,Compliant,1,0,0.331,Valid,3,0,Complete,1,0,141,Delayed,Compliant,Traffic delay,No,
SHP0443,B0443,V060,Mumbai,Madurai,2026-08-04 08:19:00,2026-08-04 11:27:00,Completed,38,0,0.0,-20.50242323001355,-21.66161420010428,-21.036552890027195,0,0,Compliant,1,0,0.305,Valid,4,0,Complete,0,0,43,Normal,Compliant,All compliance checks passed,No,
SHP0444,B0444,V081,Mumbai,Bengaluru,2026-08-05 05:25:00,2026-08-05 07:15:00,Completed,23,0,0.0,5.665082406401399,4.334084399426895,5.114409340165186,0,0,Compliant,1,0,0.343,Valid,2,0,Complete,0,0,10,Normal,Compliant,All compliance checks passed,No,
SHP0445,B0445,V053,Coimbatore,Chennai,2026-08-07 06:52:00,2026-08-07 10:02:00,Completed,39,0,0.0,-19.931137302948795,-21.86120377545765,-20.935945808118245,0,0,Compliant,1,0,0.198,Valid,4,0,Complete,0,0,48,Normal,Compliant,All compliance checks passed,No,
SHP0446,B0446,V063,Pune,Bangalore,2026-08-07 08:47:00,2026-08-07 12:38:00,Completed,47,0,0.0,-19.423067595677324,-21.775519963752632,-21.023995947655443,4,0,Compliant,1,0,0.258,Valid,4,0,Complete,0,1,54,Deviation,Review,Route deviation,No,
SHP0447,B0447,V030,Kochi,Madurai,2026-08-03 07:35:00,2026-08-03 13:20:00,Completed,70,0,0.0,5.865389941480057,4.0472034907453365,4.896264721240702,0,0,Compliant,1,0,0.141,Valid,2,1,Review,0,0,66,Normal,Review,Missing custody signature,No,
SHP0448,B0448,V037,Kochi,Madurai,2026-08-03 05:26:00,2026-08-03 07:28:00,Completed,25,0,0.0,-20.387931177911792,-21.67185419908265,-20.98080394894151,0,0,Compliant,1,0,0.3,Valid,4,1,Review,0,0,16,Normal,Review,Missing custody signature,No,
SHP0449,B0449,V063,Madurai,Bengaluru,2026-08-02 06:36:00,2026-08-02 12:30:00,Completed,71,0,0.0,-19.97548088929156,-21.927297192141,-20.931061137489163,0,0,Compliant,1,0,0.258,Valid,3,0,Complete,0,0,54,Normal,Compliant,All compliance checks passed,No,
SHP0450,B0450,V059,Mumbai,Coimbatore,2026-08-01 07:22:00,2026-08-01 11:08:00,Completed,46,0,0.0,5.941884559097637,4.030294051721086,4.990764932546071,0,0,Compliant,1,0,0.226,Valid,4,1,Review,2,0,93,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0451,B0451,V061,Mumbai,Pune,2026-08-03 10:28:00,2026-08-03 12:08:00,Completed,21,0,0.0,5.781865017384996,4.244855105111061,4.941513992919313,21,0,Compliant,1,1,0.249,Review,2,1,Review,0,0,0,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0452,B0452,V064,Salem,Bengaluru,2026-08-06 07:29:00,2026-08-06 09:43:00,Completed,27,0,0.0,6.0826751763902,4.227666559710367,4.914991595478507,27,0,Compliant,1,1,0.313,Review,3,0,Complete,0,0,23,Normal,Review,Calibration issue,No,
SHP0453,B0453,V011,Coimbatore,Madurai,2026-08-07 08:40:00,2026-08-07 14:32:00,Completed,71,4,20.0,11.5518624602397,4.084309094326374,5.382140978762117,2,1,Critical,1,0,0.318,Valid,2,0,Complete,0,0,27,Normal,Non-Compliant,Temperature: Critical,No,
SHP0454,B0454,V088,Salem,Bangalore,2026-08-07 05:10:00,2026-08-07 09:05:00,Completed,48,0,0.0,-19.864150834076835,-21.599143469911787,-21.0136891967125,0,0,Compliant,1,0,0.384,Valid,4,0,Complete,3,0,100,Delayed,Compliant,Traffic delay,No,
SHP0455,B0455,V022,Hyderabad,Madurai,2026-08-05 07:41:00,2026-08-05 11:10:00,Completed,42,0,0.0,-20.34960881599744,-22.010384512707752,-20.952821353377622,42,0,Compliant,1,1,0.989,Review,2,0,Complete,1,0,46,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0456,B0456,V012,Kochi,Bengaluru,2026-08-05 10:25:00,2026-08-05 13:43:00,Completed,40,0,0.0,5.824085629049872,4.461748832668741,5.047242013791888,40,0,Compliant,1,1,0.876,Review,2,0,Complete,0,0,17,Normal,Review,Calibration issue,No,
SHP0457,B0457,V099,Pune,Madurai,2026-08-01 10:37:00,2026-08-01 16:03:00,Completed,66,0,0.0,6.113294056898932,3.8353800322717406,5.0017870849083454,0,0,Compliant,1,0,0.127,Valid,2,0,Complete,0,0,18,Normal,Compliant,All compliance checks passed,No,
SHP0458,B0458,V047,Pune,Salem,2026-08-07 06:11:00,2026-08-07 07:22:00,Completed,15,0,0.0,5.771179672096833,4.197078440129879,4.942800383060308,15,0,Compliant,1,1,0.739,Review,4,0,Complete,0,0,0,Normal,Review,Calibration issue,No,
SHP0459,B0459,V092,Coimbatore,Hyderabad,2026-08-03 10:16:00,2026-08-03 11:56:00,Completed,21,0,0.0,5.986370932584546,4.339384114627924,5.04721800174241,0,0,Compliant,1,0,0.27,Valid,3,1,Review,1,0,57,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0460,B0460,V061,Hyderabad,Coimbatore,2026-08-01 08:06:00,2026-08-01 09:54:00,Completed,22,0,0.0,-20.27176789269401,-21.660421358024767,-20.891345450594105,22,0,Compliant,1,1,0.249,Review,2,0,Complete,0,0,33,Normal,Review,Calibration issue,No,
SHP0461,B0461,V024,Bangalore,Pune,2026-08-01 09:03:00,2026-08-01 10:16:00,Completed,15,0,0.0,-19.827871885802995,-21.994317964914472,-21.037794510019328,0,0,Compliant,1,0,0.236,Valid,4,1,Review,0,0,86,Normal,Review,Missing custody signature,No,
SHP0462,B0462,V052,Salem,Mumbai,2026-08-07 05:06:00,2026-08-07 08:20:00,Completed,39,0,0.0,-20.211728643413405,-21.67231184996426,-20.98987669304265,0,0,Compliant,1,0,0.171,Valid,3,1,Review,0,0,17,Normal,Review,Missing custody signature,No,
SHP0463,B0463,V054,Bengaluru,Coimbatore,2026-08-03 05:41:00,2026-08-03 10:00:00,Completed,52,4,20.0,10.872941079993566,4.003887316649468,5.343212208332242,1,0,Critical,1,0,0.259,Valid,2,0,Complete,1,2,80,Deviation,Non-Compliant,Temperature: Critical; Route deviation,No,
SHP0464,B0464,V095,Kochi,Hyderabad,2026-08-04 06:47:00,2026-08-04 10:12:00,Completed,42,0,0.0,-19.88563523440238,-21.468174302999,-20.915952308093143,0,0,Compliant,1,0,0.369,Valid,2,0,Complete,1,0,87,Delayed,Compliant,Traffic delay,No,
SHP0465,B0465,V054,Pune,Coimbatore,2026-08-04 06:33:00,2026-08-04 09:00:00,Completed,30,0,0.0,-20.22127121506156,-21.78478674027133,-20.9825631700051,0,0,Compliant,1,0,0.259,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0466,B0466,V039,Chennai,Madurai,2026-08-04 07:55:00,2026-08-04 12:58:00,Completed,61,0,0.0,5.846949126568137,3.457449868303761,4.933451201039972,0,1,Compliant,1,0,0.153,Valid,2,0,Complete,0,1,50,Deviation,Review,Route deviation,No,
SHP0467,B0467,V012,Pune,Mumbai,2026-08-04 07:35:00,2026-08-04 12:22:00,Completed,58,0,0.0,5.944352868725186,4.288809786119059,5.053339393532041,58,0,Compliant,1,1,0.876,Review,4,1,Review,0,0,0,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0468,B0468,V057,Coimbatore,Mumbai,2026-08-03 06:37:00,2026-08-03 11:30:00,Completed,59,0,0.0,5.956919353467903,4.053212416997456,5.099497464153969,0,0,Compliant,1,0,0.238,Valid,3,0,Complete,0,0,13,Normal,Compliant,All compliance checks passed,No,
SHP0469,B0469,V083,Bengaluru,Salem,2026-08-07 09:40:00,2026-08-07 15:13:00,Completed,67,0,0.0,5.696769012757575,3.666042915749668,4.988889067505593,0,0,Compliant,1,0,0.331,Valid,3,0,Complete,1,1,80,Deviation,Review,Route deviation,No,
SHP0470,B0470,V049,Kochi,Madurai,2026-08-01 08:34:00,2026-08-01 11:30:00,Completed,36,0,0.0,5.550905561525293,4.224589265224099,4.876551618354736,0,0,Compliant,1,0,0.154,Valid,3,1,Review,0,0,40,Normal,Review,Missing custody signature,No,
SHP0471,B0471,V081,Bangalore,Pune,2026-08-01 07:23:00,2026-08-01 11:54:00,Completed,55,0,0.0,-20.06400147122702,-22.150412912818567,-21.01787622039654,0,0,Compliant,1,0,0.343,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0472,B0472,V047,Kochi,Coimbatore,2026-08-01 07:00:00,2026-08-01 08:00:00,Completed,13,0,0.0,5.685411891736112,4.352032078724626,5.1472951540315535,13,0,Compliant,1,1,0.739,Review,2,0,Complete,0,0,34,Normal,Review,Calibration issue,No,
SHP0473,B0473,V064,Mumbai,Coimbatore,2026-08-02 07:18:00,2026-08-02 12:18:00,Completed,61,0,0.0,5.885311167204522,3.93111704621146,4.938301594931031,61,0,Compliant,1,1,0.313,Review,4,0,Complete,0,0,19,Normal,Review,Calibration issue,No,
